Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7
0.0,0.04,0.5,0.02,0.0,0.0,0.44,0.0
0.0,0.08,0.36,0.38,0.0,0.0,0.18,0.0
0.01,0.21,0.12,0.0,0.0,0.01,0.0,0.65
0.01,0.0,0.04,0.7,0.0,0.02,0.23,0.0
0.0,0.12,0.36,0.0,0.0,0.0,0.52,0.0
0.97,0.0,0.0,0.0,0.01,0.0,0.02,0.0
0.0,0.0,0.21,0.21,0.0,0.0,0.58,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.83,0.0,0.05,0.12,0.0
0.01,0.01,0.09,0.47,0.0,0.0,0.41,0.01
0.0,0.27,0.32,0.06,0.0,0.0,0.14,0.21
0.0,0.01,0.1,0.34,0.0,0.0,0.54,0.01
0.01,0.06,0.27,0.0,0.0,0.0,0.01,0.65
0.0,0.16,0.54,0.02,0.0,0.0,0.27,0.01
0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.92
0.0,0.0,0.0,0.86,0.0,0.01,0.13,0.0
0.0,0.1,0.48,0.02,0.0,0.0,0.39,0.01
0.0,0.0,0.03,0.72,0.0,0.0,0.25,0.0
0.0,0.27,0.14,0.01,0.0,0.0,0.0,0.58
0.0,0.51,0.31,0.0,0.0,0.0,0.17,0.01
0.0,0.0,0.0,0.87,0.0,0.0,0.13,0.0
0.02,0.37,0.15,0.01,0.0,0.0,0.01,0.44
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.29,0.65,0.0,0.0,0.0,0.02,0.04
0.0,0.0,0.0,0.82,0.0,0.0,0.18,0.0
0.04,0.5,0.02,0.0,0.0,0.0,0.0,0.44
0.01,0.03,0.35,0.06,0.0,0.0,0.54,0.01
0.0,0.02,0.04,0.5,0.0,0.0,0.44,0.0
0.0,0.0,0.01,0.77,0.0,0.09,0.13,0.0
0.0,0.0,0.04,0.16,0.0,0.0,0.8,0.0
0.0,0.0,0.24,0.04,0.0,0.0,0.72,0.0
0.02,0.32,0.03,0.0,0.0,0.0,0.0,0.63
0.0,0.0,0.03,0.06,0.0,0.0,0.91,0.0
0.0,0.01,0.07,0.51,0.0,0.0,0.41,0.0
0.01,0.06,0.58,0.01,0.0,0.0,0.31,0.03
0.0,0.0,0.36,0.33,0.0,0.0,0.3,0.01
0.0,0.21,0.56,0.01,0.0,0.0,0.22,0.0
0.0,0.01,0.31,0.03,0.0,0.0,0.65,0.0
0.0,0.05,0.36,0.08,0.0,0.0,0.51,0.0
0.0,0.1,0.38,0.05,0.0,0.0,0.46,0.01
0.01,0.06,0.53,0.25,0.0,0.0,0.15,0.0
0.0,0.53,0.4,0.0,0.0,0.0,0.02,0.05
0.0,0.19,0.33,0.04,0.0,0.0,0.38,0.06
0.0,0.0,0.01,0.72,0.0,0.0,0.27,0.0
0.0,0.0,0.02,0.36,0.0,0.0,0.62,0.0
0.0,0.01,0.09,0.11,0.0,0.0,0.79,0.0
0.0,0.0,0.0,0.95,0.0,0.0,0.05,0.0
0.0,0.11,0.42,0.05,0.0,0.0,0.41,0.01
0.0,0.11,0.65,0.05,0.0,0.0,0.18,0.01
0.0,0.02,0.43,0.01,0.0,0.0,0.54,0.0
0.0,0.29,0.55,0.0,0.0,0.0,0.15,0.01
0.0,0.0,0.0,0.36,0.0,0.0,0.64,0.0
0.0,0.0,0.54,0.05,0.0,0.0,0.41,0.0
0.0,0.0,0.01,0.8,0.0,0.0,0.19,0.0
0.0,0.01,0.33,0.08,0.0,0.0,0.58,0.0
0.0,0.01,0.33,0.07,0.0,0.0,0.59,0.0
0.01,0.1,0.57,0.02,0.0,0.0,0.27,0.03
0.0,0.02,0.14,0.06,0.0,0.0,0.78,0.0
0.0,0.01,0.345,0.30499999999999994,0.0,0.0,0.32,0.02
0.0,0.03,0.79,0.0,0.0,0.0,0.15,0.03
0.02,0.0,0.0,0.8966666666666667,0.0,0.0,0.08333333333333334,0.0
0.7,0.0,0.2,0.02,0.07,0.0,0.0,0.01
0.02,0.046,0.46,0.124,0.0,0.0,0.35,0.0
0.04,0.15,0.56,0.03,0.0,0.0,0.22,0.0
0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0
0.0,0.06,0.315,0.175,0.0,0.0,0.45,0.0
0.01,0.0,0.26,0.12,0.0,0.0,0.61,0.0
0.04,0.0,0.01,0.7,0.0,0.02,0.23,0.0
0.91,0.01,0.0,0.0,0.03,0.0,0.0,0.05
0.0,0.15,0.52,0.0,0.0,0.0,0.33,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.01,0.0,0.03,0.72,0.0,0.0,0.24,0.0
0.02,0.0,0.1,0.7,0.0,0.0,0.18,0.0
0.0,0.18,0.63,0.0,0.0,0.0,0.19,0.0
0.0,0.53,0.31,0.0,0.0,0.0,0.08,0.08
0.23,0.45,0.01,0.0,0.0,0.0,0.0,0.31
0.05,0.0,0.19,0.3,0.0,0.0,0.46,0.0
0.0,0.08,0.69,0.0,0.0,0.0,0.2,0.03
0.02,0.33,0.51,0.0,0.0,0.0,0.14,0.0
0.0,0.0,0.1,0.36,0.0,0.0,0.53,0.01
0.0,0.04,0.51,0.01,0.0,0.0,0.44,0.0
0.0,0.0,0.22,0.16,0.0,0.0,0.62,0.0
0.0,0.0,0.01,0.84,0.0,0.0,0.15,0.0
0.02,0.0,0.01,0.73,0.0,0.0,0.24,0.0
0.04,0.36,0.03,0.0,0.0,0.0,0.0,0.57
0.0,0.0,0.04,0.36,0.0,0.0,0.6,0.0
0.11,0.22,0.04,0.01,0.0,0.0,0.0,0.62
0.0,0.0,0.0,0.99,0.0,0.01,0.0,0.0
0.0,0.0,0.2,0.16,0.0,0.0,0.64,0.0
0.0,0.0,0.24,0.33,0.0,0.01,0.41,0.01
0.0,0.0,0.22,0.11,0.0,0.0,0.67,0.0
0.0,0.0,0.07,0.61,0.0,0.0,0.32,0.0
0.0,0.14,0.28,0.01,0.0,0.0,0.57,0.0
0.0,0.0,0.17,0.05,0.0,0.0,0.78,0.0
0.0,0.21,0.63,0.02,0.0,0.0,0.13,0.01
0.0,0.18,0.74,0.0,0.0,0.0,0.07,0.01
0.03,0.43,0.4,0.0,0.0,0.0,0.04,0.1
0.05383333333333333,0.13,0.03,0.02,0.01,0.0,0.0,0.7561666666666668
0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.98
0.01,0.04,0.31,0.33,0.0,0.0,0.29,0.02
0.06,0.16,0.18,0.02,0.03,0.0,0.01,0.54
0.0,0.04,0.18600000000000003,0.09,0.0,0.0,0.674,0.01
0.0,0.04,0.75,0.05,0.0,0.0,0.16,0.0
0.01,0.0,0.16,0.65,0.0,0.0,0.18,0.0
0.0,0.33,0.63,0.0,0.0,0.0,0.01,0.03
0.0,0.0,0.07,0.73,0.0,0.0,0.2,0.0
0.01,0.04,0.7,0.03,0.0,0.0,0.21,0.01
0.0,0.04,0.55,0.08,0.0,0.0,0.33,0.0
0.0,0.74,0.21,0.01,0.0,0.0,0.01,0.03
0.01,0.36,0.49,0.0,0.0,0.0,0.13,0.01
0.01,0.01,0.16,0.12,0.0,0.0,0.7,0.0
0.0,0.0,0.01,0.94,0.0,0.0,0.05,0.0
0.01,0.24,0.16,0.01,0.0,0.0,0.01,0.57
0.0,0.0,0.08,0.72,0.0,0.01,0.19,0.0
0.0,0.0,0.08,0.23,0.0,0.0,0.69,0.0
0.0,0.0,0.1,0.6,0.0,0.0,0.3,0.0
0.0,0.0,0.05,0.35,0.0,0.0,0.6,0.0
0.0,0.07,0.2,0.03,0.0,0.0,0.7,0.0
0.0,0.14,0.01,0.02,0.0,0.0,0.0,0.83
0.0,0.08,0.85,0.0,0.0,0.0,0.01,0.06
0.0,0.0,0.0,0.77,0.0,0.03,0.2,0.0
0.0,0.14,0.42,0.02,0.0,0.0,0.4,0.02
0.0,0.0,0.0,0.31,0.0,0.0,0.69,0.0
0.0,0.01,0.0,0.58,0.0,0.0,0.41,0.0
0.0,0.0,0.15,0.3,0.0,0.01,0.54,0.0
0.0,0.43,0.51,0.0,0.0,0.0,0.03,0.03
0.0,0.0,0.01,0.77,0.0,0.0,0.22,0.0
0.0,0.02,0.59,0.04,0.0,0.0,0.35,0.0
0.0,0.0,0.03,0.4,0.0,0.01,0.56,0.0
0.0,0.03,0.33833333333333326,0.14166666666666666,0.01,0.0,0.48,0.0
0.0,0.39333333333333337,0.44,0.04,0.0,0.0,0.1,0.026666666666666665
0.5,0.0,0.1,0.0,0.31,0.0,0.01,0.08
0.02,0.08,0.68,0.0,0.0,0.01,0.2,0.01
0.01,0.5,0.17,0.0,0.0,0.0,0.14,0.18
0.09,0.17,0.18,0.03,0.0,0.0,0.0,0.53
0.05,0.4,0.28,0.01,0.0,0.0,0.03,0.23
0.02,0.23,0.09,0.0,0.0,0.0,0.01,0.65
0.0,0.07,0.33,0.09,0.0,0.0,0.48,0.03
0.0,0.14,0.5,0.15,0.0,0.0,0.17,0.04
0.01,0.12,0.3,0.13,0.0,0.0,0.37,0.07
0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.95
0.0,0.09666666666666668,0.32,0.03333333333333333,0.0,0.0,0.55,0.0
0.04,0.0,0.1,0.2,0.0,0.0,0.66,0.0
0.0,0.04,0.05,0.25,0.0,0.0,0.66,0.0
0.0,0.0,0.01,0.76,0.0,0.0,0.23,0.0
0.0,0.0,0.22,0.16,0.0,0.0,0.62,0.0
0.0,0.0,0.24,0.27,0.0,0.0,0.49,0.0
0.0,0.03,0.43,0.14666666666666667,0.0,0.0,0.3933333333333333,0.0
0.0,0.15,0.13,0.02,0.0,0.0,0.7,0.0
0.0,0.0,0.01,0.75,0.0,0.0,0.24,0.0
0.01,0.0,0.0,0.79,0.0,0.02,0.18,0.0
0.0,0.0,0.01,0.98,0.0,0.0,0.01,0.0
0.05,0.22,0.07,0.02,0.0,0.0,0.0,0.64
0.0,0.02,0.0875,0.49,0.0,0.0,0.4025,0.0
0.02,0.18,0.27,0.0,0.0,0.0,0.0,0.53
0.01,0.0,0.0,0.93,0.0,0.0,0.06,0.0
0.1,0.51,0.15,0.0,0.0,0.0,0.1,0.14
0.19,0.42,0.05,0.0,0.01,0.0,0.0,0.33
0.01,0.13,0.07,0.01,0.09,0.0,0.0,0.69
0.0,0.0,0.01,0.75,0.0,0.01,0.23,0.0
0.07,0.0,0.01,0.82,0.0,0.09,0.01,0.0
0.0,0.16,0.6,0.0,0.0,0.0,0.24,0.0
0.0,0.05,0.42,0.11,0.0,0.0,0.42,0.0
0.06,0.0,0.03,0.61,0.0,0.01,0.29,0.0
0.01,0.54,0.25,0.0,0.0,0.0,0.12,0.08
0.0,0.09,0.48,0.04,0.0,0.0,0.39,0.0
0.86,0.01,0.04,0.01,0.0,0.0,0.07,0.01
0.0,0.05,0.11,0.0,0.01,0.0,0.01,0.82
0.0,0.0,0.0,0.58,0.0,0.02,0.4,0.0
0.01,0.26,0.03,0.0,0.0,0.0,0.0,0.7
0.02,0.24,0.03,0.0,0.02,0.0,0.03,0.66
0.0,0.0,0.07,0.0,0.0,0.0,0.93,0.0
0.75,0.0,0.01,0.04,0.01,0.0,0.12,0.07
0.0,0.0,0.03,0.35,0.0,0.0,0.62,0.0
0.0,0.43,0.02,0.0,0.0,0.0,0.0,0.55
0.02,0.13,0.47,0.09,0.0,0.0,0.28,0.01
0.01,0.09,0.4,0.0,0.0,0.0,0.01,0.49
0.0,0.0,0.19,0.22,0.0,0.0,0.59,0.0
0.02,0.19,0.02,0.0,0.01,0.0,0.0,0.76
0.0,0.21,0.43,0.08,0.0,0.0,0.26,0.02
0.0,0.34,0.55,0.01,0.0,0.0,0.1,0.0
0.0,0.0,0.16,0.28,0.0,0.0,0.56,0.0
0.03,0.08,0.01,0.0,0.02,0.0,0.0,0.86
0.0,0.0,0.18,0.14,0.0,0.0,0.67,0.01
0.0,0.02,0.4,0.02,0.0,0.0,0.55,0.01
0.0,0.03,0.37,0.06,0.0,0.0,0.54,0.0
0.0,0.08,0.29,0.02,0.0,0.0,0.6,0.01
0.02,0.01,0.02,0.78,0.0,0.01,0.16,0.0
0.72,0.0,0.0,0.0,0.22,0.0,0.04,0.02
0.0,0.38,0.17,0.0,0.02,0.0,0.0,0.43
0.01,0.19,0.53,0.01,0.0,0.0,0.26,0.0
0.0,0.04,0.16,0.24,0.0,0.0,0.56,0.0
0.0,0.0,0.0,0.91,0.0,0.0,0.09,0.0
0.06,0.27,0.07,0.0,0.0,0.0,0.03,0.57
0.0,0.21,0.72,0.0,0.0,0.0,0.06,0.01
0.0,0.0,0.03,0.59,0.0,0.01,0.37,0.0
0.0,0.1,0.32,0.09,0.0,0.0,0.49,0.0
0.0,0.05,0.56,0.12,0.0,0.0,0.27,0.0
0.11333333333333333,0.25,0.1,0.02,0.12666666666666665,0.0,0.02,0.37
0.01,0.19,0.66,0.0,0.0,0.0,0.07,0.07
0.0,0.02,0.06,0.58,0.0,0.0,0.33,0.01
0.0,0.0,0.06,0.68,0.0,0.04,0.22,0.0
0.02,0.34,0.2,0.0,0.01,0.0,0.06,0.37
0.03,0.0,0.11,0.65,0.0,0.0,0.21,0.0
0.0,0.56,0.27,0.0,0.0,0.0,0.07,0.1
0.09,0.01,0.18,0.39,0.0,0.0,0.32,0.01
0.01,0.05,0.23,0.16,0.0,0.0,0.54,0.01
0.03,0.0,0.03,0.84,0.0,0.04,0.06,0.0
0.0,0.25,0.56,0.0,0.0,0.0,0.07,0.12
0.0,0.0,0.0,0.96,0.0,0.0,0.04,0.0
0.0,0.0,0.12,0.26,0.0,0.0,0.62,0.0
0.92,0.0,0.01,0.03,0.02,0.0,0.0,0.02
0.09,0.0,0.0,0.87,0.0,0.02,0.02,0.0
0.0,0.0,0.06,0.5666666666666667,0.0,0.0,0.3733333333333333,0.0
0.0,0.0,0.21,0.34,0.0,0.0,0.45,0.0
0.03,0.12,0.36,0.05,0.0,0.0,0.44,0.0
0.02,0.0,0.01,0.58,0.0,0.02,0.36,0.01
0.09,0.0,0.06,0.12,0.0,0.0,0.73,0.0
0.0,0.17,0.49,0.04,0.0,0.0,0.29,0.01
0.01,0.58,0.22,0.0,0.0,0.0,0.04,0.15
0.03,0.1741666666666667,0.18,0.01,0.0,0.0,0.27,0.3358333333333334
0.0,0.08,0.65,0.0,0.0,0.0,0.25,0.02
0.0,0.0,0.0,0.73,0.0,0.0,0.27,0.0
0.0,0.0,0.0,0.92,0.0,0.02,0.06,0.0
0.664047619047619,0.01,0.11892857142857143,0.0675,0.10952380952380951,0.0,0.01,0.02
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.06,0.77,0.0,0.0,0.17,0.0
0.0,0.47,0.32,0.0,0.0,0.0,0.06,0.15
0.0,0.01,0.09,0.44,0.0,0.0,0.46,0.0
0.01,0.27,0.48,0.0,0.0,0.0,0.23,0.01
0.0,0.36,0.27,0.0,0.0,0.0,0.07,0.3
0.0,0.0,0.0,0.86,0.0,0.02,0.12,0.0
0.07,0.0,0.01,0.76,0.0,0.05,0.11,0.0
0.0,0.0,0.0,0.69,0.0,0.0,0.31,0.0
0.0,0.54,0.29,0.01,0.0,0.0,0.04,0.12
0.7072619047619046,0.06,0.07142857142857144,0.035,0.10630952380952381,0.0,0.01,0.01
0.0,0.0,0.13,0.29,0.0,0.0,0.58,0.0
0.0,0.01,0.04,0.66,0.0,0.0,0.29,0.0
0.0,0.0,0.04,0.73,0.0,0.0,0.23,0.0
0.0,0.0,0.05,0.32,0.0,0.0,0.63,0.0
0.02,0.39,0.16,0.0,0.0,0.0,0.01,0.42
0.0,0.0,0.04,0.784,0.0,0.01,0.166,0.0
0.0,0.05,0.01,0.0,0.0,0.0,0.0,0.94
0.0,0.56,0.32,0.01,0.0,0.0,0.02,0.09
0.0,0.26,0.4,0.01,0.0,0.0,0.32,0.01
0.0,0.55,0.36,0.04,0.0,0.0,0.02,0.03
0.0,0.0,0.0,0.86,0.0,0.05,0.09,0.0
0.02,0.22,0.31,0.0,0.0,0.0,0.07,0.38
0.0,0.17,0.13,0.0,0.0,0.0,0.01,0.69
0.0,0.0,0.0,0.9,0.0,0.01,0.09,0.0
0.0,0.0,0.14,0.305,0.0,0.0,0.545,0.01
0.01,0.01,0.11,0.37,0.0,0.0,0.5,0.0
0.01,0.0,0.0,0.91,0.0,0.04,0.04,0.0
0.0,0.0,0.28,0.11,0.0,0.0,0.61,0.0
0.02,0.13,0.33,0.01,0.0,0.0,0.46,0.05
0.0,0.0,0.01,0.78,0.0,0.03,0.18,0.0
0.0,0.35,0.48,0.0,0.0,0.0,0.02,0.15
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.02,0.14,0.22,0.0,0.0,0.62,0.0
0.0,0.0,0.16,0.52,0.0,0.0,0.32,0.0
0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.06,0.365,0.0,0.0,0.575,0.0
0.0,0.04,0.14,0.3,0.0,0.0,0.51,0.01
0.0,0.38,0.32,0.01,0.0,0.0,0.09,0.2
0.0,0.13,0.81,0.0,0.0,0.0,0.04,0.02
0.0,0.01,0.1,0.75,0.0,0.0,0.14,0.0
0.01,0.12,0.06,0.0,0.0,0.0,0.01,0.8
0.5920000000000001,0.03,0.316,0.0,0.032,0.0,0.03,0.0
0.0,0.0,0.0,0.95,0.0,0.0,0.05,0.0
0.01,0.0,0.03,0.51,0.0,0.0,0.45,0.0
0.84,0.0,0.0,0.01,0.01,0.0,0.14,0.0
0.0,0.0,0.59,0.06,0.0,0.0,0.34,0.01
0.935,0.0,0.025,0.01,0.02,0.0,0.0,0.01
0.03,0.26,0.02,0.0,0.0,0.04,0.01,0.64
0.01,0.02,0.31,0.15,0.0,0.0,0.49,0.02
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.02,0.91,0.0,0.0,0.07,0.0
0.0,0.04,0.19,0.1,0.0,0.0,0.64,0.03
0.76,0.0,0.24,0.0,0.0,0.0,0.0,0.0
0.05,0.18,0.0,0.0,0.0,0.0,0.0,0.77
0.0,0.06,0.76,0.03,0.0,0.0,0.15,0.0
0.04,0.16,0.44,0.04,0.0,0.0,0.32,0.0
0.01,0.22,0.56,0.0,0.0,0.0,0.21,0.0
0.06,0.0,0.09,0.27,0.01,0.0,0.57,0.0
0.02,0.04,0.01,0.01,0.0,0.0,0.0,0.92
0.02,0.35,0.03,0.0,0.0,0.0,0.0,0.6
0.87,0.0,0.0,0.0,0.0,0.0,0.13,0.0
0.0,0.0,0.13,0.18,0.0,0.0,0.69,0.0
0.0,0.0,0.0,0.74,0.01,0.03,0.22,0.0
0.01,0.18,0.27,0.01,0.0,0.0,0.38,0.15
